Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP008230,Male,Yes,0,Graduate,No,15345,4726,312,360,1,Rural,Y
LP008238,Male,No,1,Graduate,No,7507,2143,114,360,1,Rural,Y
LP008247,Female,Yes,0,Not Graduate,Yes,14772,7218,291,180,1,Semiurban,Y
LP008250,Female,Yes,1,Graduate,No,6890,3701,33,180,1,Semiurban,N
LP008255,Male,No,3+,Graduate,Yes,4918,8310,341,180,1,Rural,Y
LP008256,Female,Yes,3+,Not Graduate,No,14876,5576,29,240,0,Semiurban,Y
LP008263,Female,No,1,Not Graduate,Yes,12701,8879,377,180,0,Semiurban,Y
LP008264,Male,No,2,Graduate,Yes,4625,479,462,240,0,Semiurban,N
LP008270,Male,Yes,2,Not Graduate,Yes,6735,4773,363,180,0,Semiurban,Y
LP008270,Female,Yes,0,Not Graduate,No,10355,2524,275,360,0,Urban,Y
LP008274,Male,Yes,2,Not Graduate,No,14387,1865,224,360,0,Urban,Y
LP008281,Female,No,1,Not Graduate,No,10009,3807,420,180,1,Semiurban,N
LP008283,Male,No,0,Graduate,Yes,11222,4093,62,360,0,Urban,Y
LP008283,Female,No,2,Not Graduate,No,6450,7487,320,180,0,Semiurban,N
LP008289,Male,Yes,1,Not Graduate,No,10092,9466,230,240,1,Urban,Y
LP008330,Male,No,0,Graduate,No,8964,3504,172,240,1,Rural,Y
LP008338,Female,No,2,Not Graduate,Yes,10548,7872,22,360,1,Rural,N
LP008351,Female,No,0,Not Graduate,No,14817,6873,103,180,1,Semiurban,N
LP008354,Female,No,3+,Not Graduate,Yes,4878,5647,411,180,0,Urban,N
LP008364,Female,No,3+,Graduate,Yes,18874,7928,271,240,1,Semiurban,Y
LP008379,Female,Yes,3+,Not Graduate,Yes,9897,1786,417,180,1,Urban,N
LP008382,Female,Yes,3+,Not Graduate,Yes,4713,9730,87,360,0,Rural,Y
LP008385,Female,Yes,0,Graduate,No,13826,4341,165,360,0,Rural,N
LP008412,Female,Yes,3+,Not Graduate,No,11785,2921,468,240,0,Rural,N
LP008412,Female,Yes,1,Graduate,Yes,17316,9210,73,180,0,Rural,Y
LP008446,Male,No,0,Graduate,Yes,3941,6381,439,240,1,Rural,N
LP008466,Male,No,1,Not Graduate,No,7362,9080,35,360,0,Urban,Y
LP008467,Female,No,1,Graduate,No,1586,9440,399,180,0,Semiurban,Y
LP008468,Male,No,3+,Not Graduate,Yes,15695,2706,367,180,1,Rural,Y
LP008470,Female,Yes,1,Graduate,Yes,13256,8700,272,360,1,Urban,N
LP008473,Female,No,1,Graduate,Yes,18726,2405,289,360,0,Rural,Y
LP008478,Female,No,0,Graduate,Yes,7639,7338,362,240,0,Urban,Y
LP008483,Male,Yes,0,Graduate,Yes,2205,7284,457,240,1,Semiurban,Y
LP008491,Female,Yes,1,Not Graduate,Yes,19298,3819,77,360,0,Rural,Y
LP008492,Male,No,0,Graduate,No,10878,4517,324,360,0,Rural,N
LP008506,Male,Yes,1,Not Graduate,No,5307,6858,92,180,0,Semiurban,Y
LP008511,Male,Yes,0,Graduate,Yes,7465,5870,329,360,1,Semiurban,Y
LP008514,Male,No,2,Not Graduate,Yes,6947,4942,189,240,1,Semiurban,Y
LP008534,Female,No,1,Not Graduate,Yes,14336,1098,343,360,0,Urban,Y
LP008538,Female,No,3+,Graduate,No,15937,559,63,240,1,Urban,N
LP008541,Male,Yes,3+,Not Graduate,Yes,15701,4815,448,240,1,Semiurban,N
LP008555,Female,No,1,Not Graduate,Yes,19397,9294,119,240,1,Semiurban,N
LP008565,Female,No,2,Not Graduate,Yes,14556,7143,449,180,0,Urban,N
LP008581,Female,Yes,3+,Not Graduate,No,15876,6137,474,360,1,Semiurban,N
LP008592,Male,Yes,1,Not Graduate,No,5469,351,185,240,0,Semiurban,N
LP008603,Female,Yes,2,Not Graduate,No,12220,4626,186,360,0,Rural,Y
LP008605,Male,Yes,0,Not Graduate,Yes,15073,6907,115,180,1,Semiurban,Y
LP008610,Female,No,2,Graduate,No,9322,6793,97,360,0,Urban,Y
LP008646,Female,No,2,Graduate,No,17687,4910,368,240,1,Semiurban,N
LP008654,Female,Yes,2,Not Graduate,Yes,4634,1422,319,240,1,Rural,N
LP008677,Male,Yes,0,Not Graduate,Yes,4242,9103,358,240,1,Urban,Y
LP008677,Female,No,1,Not Graduate,No,16202,1939,75,240,1,Urban,N
LP008681,Male,Yes,3+,Graduate,Yes,7484,4590,345,360,0,Semiurban,Y
LP008681,Female,Yes,3+,Not Graduate,No,8447,1206,173,240,0,Semiurban,Y
LP008682,Male,Yes,1,Not Graduate,Yes,18413,9285,228,240,1,Urban,N
LP008688,Female,No,2,Not Graduate,Yes,13147,4335,422,180,0,Rural,Y
LP008688,Female,Yes,2,Not Graduate,Yes,17231,3165,253,240,1,Rural,Y
LP008696,Female,Yes,3+,Not Graduate,No,7244,9292,426,360,0,Urban,Y
LP008706,Male,No,2,Not Graduate,Yes,10939,6429,45,180,1,Urban,Y
LP008707,Male,No,0,Graduate,Yes,17506,3597,100,360,1,Urban,N
LP008712,Male,No,1,Not Graduate,No,9520,644,482,180,0,Semiurban,Y
LP008718,Female,No,1,Not Graduate,Yes,19212,5346,117,360,0,Urban,Y
LP008719,Female,No,1,Graduate,No,16557,1131,396,180,0,Semiurban,Y
LP008722,Male,No,0,Not Graduate,Yes,9127,1085,175,240,0,Rural,N
LP008723,Female,Yes,1,Not Graduate,No,11317,7219,235,180,1,Rural,N
LP008725,Female,No,2,Graduate,Yes,10564,8830,445,180,1,Urban,Y
LP008727,Male,Yes,0,Graduate,Yes,12271,136,238,180,1,Semiurban,Y
LP008730,Male,Yes,1,Not Graduate,No,10684,6205,300,180,1,Rural,N
LP008732,Female,No,0,Graduate,No,16832,5552,440,240,0,Urban,N
LP008738,Male,No,3+,Graduate,No,4767,9437,478,240,0,Urban,N
LP008748,Male,No,1,Not Graduate,No,3559,198,58,360,1,Urban,N
LP008755,Female,Yes,0,Not Graduate,No,5674,8525,201,240,1,Urban,Y
LP008760,Female,Yes,1,Not Graduate,No,13031,8383,59,240,1,Rural,N
LP008767,Female,No,3+,Graduate,No,17746,1908,132,180,1,Semiurban,Y
LP008772,Male,No,2,Not Graduate,Yes,11991,4775,132,180,1,Rural,N
LP008783,Male,Yes,2,Not Graduate,No,12173,489,493,360,0,Semiurban,N
LP008788,Male,No,3+,Graduate,Yes,19069,2735,259,240,0,Semiurban,Y
LP008794,Female,Yes,0,Graduate,No,15723,1805,178,360,1,Urban,N
LP008798,Male,No,2,Graduate,Yes,12695,7250,392,240,1,Urban,N
LP008807,Female,No,0,Graduate,Yes,2587,4744,206,240,0,Semiurban,N
LP008811,Female,Yes,1,Not Graduate,Yes,4748,7264,397,180,1,Urban,Y
LP008818,Female,Yes,0,Not Graduate,No,14019,7537,288,180,0,Rural,Y
LP008818,Male,No,2,Not Graduate,No,10893,2573,96,360,1,Rural,Y
LP008823,Female,No,0,Graduate,Yes,13036,701,360,180,0,Rural,N
LP008829,Female,Yes,0,Not Graduate,No,15251,3063,384,240,0,Semiurban,N
LP008831,Male,No,3+,Graduate,Yes,18087,7207,110,240,1,Semiurban,N
LP008834,Female,No,1,Not Graduate,No,19223,4518,80,360,0,Semiurban,Y
LP008851,Female,Yes,0,Not Graduate,Yes,2015,1970,60,240,1,Urban,Y
LP008851,Female,No,1,Graduate,No,18327,7436,499,180,1,Urban,N
LP008852,Female,Yes,3+,Not Graduate,Yes,7756,1,435,180,1,Urban,Y
LP008860,Female,No,0,Graduate,No,13259,4908,237,180,1,Rural,Y
LP008862,Male,Yes,2,Not Graduate,Yes,5548,4305,411,240,0,Urban,N
LP008873,Male,No,3+,Graduate,No,9419,998,332,360,0,Rural,N
LP008887,Male,Yes,1,Graduate,Yes,7490,1419,368,240,1,Urban,Y
LP008891,Female,Yes,2,Graduate,No,1892,6157,168,240,0,Rural,N
LP008891,Male,Yes,1,Not Graduate,No,7526,6932,126,240,0,Rural,Y
LP008892,Female,No,3+,Graduate,No,5118,1338,156,180,0,Semiurban,N
LP008893,Male,No,3+,Not Graduate,Yes,16619,5248,281,180,1,Urban,N
LP008897,Male,Yes,1,Not Graduate,Yes,14110,7065,352,360,0,Urban,Y
LP008904,Female,Yes,2,Not Graduate,Yes,12217,3070,385,240,1,Semiurban,N
LP008910,Female,Yes,3+,Graduate,No,16481,9604,337,240,1,Rural,Y
LP008922,Male,Yes,2,Not Graduate,Yes,6333,9291,74,360,1,Urban,N
LP008941,Male,No,0,Not Graduate,Yes,12686,7565,408,240,1,Rural,Y
LP008953,Male,Yes,2,Not Graduate,Yes,6446,8563,112,180,1,Urban,Y
LP008956,Female,No,2,Graduate,Yes,6063,1715,340,360,0,Rural,Y
LP008980,Male,Yes,1,Not Graduate,Yes,8937,9793,28,180,0,Urban,Y
LP008984,Male,No,1,Not Graduate,Yes,9604,5449,399,360,1,Urban,Y
LP008991,Female,No,2,Graduate,Yes,2709,7262,26,240,1,Semiurban,N
LP008993,Male,No,1,Graduate,No,14131,9144,93,360,0,Urban,N
LP008998,Female,Yes,2,Graduate,Yes,18663,512,199,180,1,Urban,N
LP009001,Female,No,0,Graduate,Yes,10448,3639,77,360,1,Urban,Y
LP009002,Female,Yes,3+,Not Graduate,Yes,13859,154,94,180,0,Urban,N
LP009019,Female,Yes,3+,Graduate,Yes,17887,1081,176,240,0,Rural,N
LP009019,Male,Yes,3+,Graduate,Yes,19880,9055,65,360,1,Rural,N
LP009027,Male,Yes,3+,Not Graduate,Yes,6187,4973,145,180,0,Urban,N
LP009034,Female,Yes,0,Graduate,Yes,11890,7931,467,180,1,Rural,N
LP009048,Female,Yes,3+,Not Graduate,No,2522,1096,353,360,0,Urban,Y
LP009052,Male,Yes,0,Graduate,Yes,15865,8071,416,240,1,Urban,N
LP009058,Female,No,1,Graduate,Yes,2465,5827,285,180,1,Urban,N
LP009061,Female,Yes,2,Graduate,No,1895,263,253,180,1,Urban,Y
LP009073,Female,No,1,Graduate,No,3319,5065,212,360,0,Urban,N
LP009076,Male,Yes,1,Graduate,Yes,14272,3126,413,360,1,Rural,Y
LP009097,Female,Yes,3+,Graduate,No,18617,6538,462,360,1,Rural,N
LP009115,Male,No,2,Graduate,Yes,16859,925,364,360,1,Urban,N
LP009118,Female,No,3+,Not Graduate,Yes,4428,9252,373,240,1,Semiurban,Y
LP009121,Female,No,0,Graduate,Yes,4206,8708,435,360,1,Semiurban,N
LP009135,Male,Yes,1,Not Graduate,Yes,17041,5772,477,240,1,Rural,Y
LP009165,Female,No,1,Not Graduate,No,9171,4242,461,240,1,Urban,Y
LP009172,Male,No,3+,Not Graduate,Yes,15168,1624,275,360,0,Urban,Y
LP009175,Female,No,2,Graduate,Yes,4486,8329,367,180,0,Rural,N
LP009177,Female,No,3+,Not Graduate,Yes,16470,6069,93,360,1,Rural,Y
LP009189,Male,Yes,0,Graduate,Yes,9330,8573,158,240,0,Urban,N
LP009195,Female,No,3+,Not Graduate,No,1630,8942,123,360,0,Urban,Y
LP009196,Male,Yes,0,Not Graduate,No,7565,802,120,240,1,Rural,N
LP009203,Male,Yes,3+,Graduate,Yes,18832,6214,478,180,1,Rural,N
LP009220,Male,No,3+,Graduate,Yes,15357,724,293,240,0,Semiurban,N
LP009226,Female,No,0,Not Graduate,No,13986,3192,446,240,0,Urban,N
LP009226,Female,Yes,1,Not Graduate,No,16636,9971,115,360,1,Urban,Y
LP009230,Male,No,3+,Not Graduate,No,2000,5674,417,360,1,Rural,Y
LP009232,Male,No,3+,Graduate,Yes,19131,4728,278,180,0,Rural,N
LP009236,Male,Yes,0,Not Graduate,Yes,17560,231,431,240,0,Semiurban,Y
LP009236,Male,Yes,2,Graduate,Yes,7690,5970,205,360,0,Semiurban,N
LP009248,Male,No,1,Not Graduate,Yes,19494,1204,237,180,0,Urban,N
LP009253,Male,Yes,3+,Graduate,Yes,14556,1327,159,180,1,Urban,Y
LP009261,Male,Yes,3+,Not Graduate,Yes,19666,8782,223,360,1,Urban,N
LP009267,Male,No,3+,Not Graduate,No,7032,7025,22,180,1,Rural,Y
LP009279,Female,Yes,2,Graduate,No,12936,346,95,180,0,Rural,Y
LP009298,Male,No,0,Not Graduate,No,9485,1366,277,240,1,Urban,Y
LP009300,Male,Yes,2,Not Graduate,Yes,18852,4353,117,360,0,Semiurban,N
LP009300,Male,No,2,Graduate,No,3879,1872,46,180,0,Urban,N
LP009305,Female,No,0,Graduate,Yes,14580,5054,288,360,1,Semiurban,Y
LP009306,Male,Yes,0,Not Graduate,No,9739,7014,74,360,1,Rural,Y
LP009316,Female,No,2,Not Graduate,No,15620,2151,341,360,0,Semiurban,Y
LP009319,Female,Yes,0,Not Graduate,No,1672,3178,302,360,0,Urban,N
LP009320,Female,Yes,0,Not Graduate,No,2458,3392,163,360,1,Rural,Y
LP009328,Female,No,0,Graduate,Yes,5889,5895,248,180,1,Semiurban,N
LP009329,Female,No,3+,Not Graduate,No,12123,2662,393,240,1,Semiurban,N
LP009334,Female,Yes,3+,Graduate,Yes,17617,6489,473,240,1,Semiurban,N
LP009340,Male,Yes,1,Not Graduate,No,19798,9003,372,180,1,Rural,N
LP009343,Male,Yes,0,Graduate,Yes,14897,4141,27,180,1,Semiurban,N
LP009360,Female,Yes,3+,Not Graduate,No,19424,43,412,180,1,Urban,N
LP009361,Male,Yes,3+,Not Graduate,No,8925,8608,258,240,0,Rural,Y
LP009362,Male,Yes,2,Graduate,No,12977,4374,382,360,0,Urban,Y
LP009362,Female,No,0,Graduate,No,19095,5749,480,180,0,Urban,Y
LP009366,Male,No,2,Not Graduate,No,2990,3290,28,180,1,Urban,Y
LP009372,Male,No,3+,Not Graduate,No,12496,557,244,360,0,Rural,Y
LP009379,Female,Yes,2,Not Graduate,No,18768,3963,175,360,1,Urban,N
LP009381,Male,Yes,3+,Graduate,Yes,18420,3795,477,360,1,Rural,Y
LP009384,Male,Yes,1,Graduate,Yes,7673,5017,159,180,1,Rural,Y
LP009391,Female,Yes,0,Not Graduate,No,2714,7226,395,180,0,Rural,N
LP009392,Female,No,1,Graduate,No,4529,3305,483,180,0,Semiurban,N
LP009398,Male,Yes,0,Not Graduate,Yes,6509,3040,224,240,0,Urban,N
LP009399,Male,No,2,Graduate,No,8234,2663,305,180,1,Rural,N
LP009399,Female,No,2,Graduate,No,7880,4720,349,180,0,Semiurban,Y
LP009402,Female,No,1,Graduate,No,12159,3412,341,240,1,Rural,Y
LP009406,Male,Yes,3+,Not Graduate,Yes,6692,1692,269,180,0,Semiurban,Y
LP009407,Male,No,2,Not Graduate,Yes,7772,9669,30,240,0,Urban,Y
LP009437,Male,Yes,1,Not Graduate,No,5844,5698,139,180,1,Rural,N
LP009440,Female,Yes,1,Graduate,Yes,16443,2111,231,180,0,Semiurban,N
LP009442,Female,No,0,Not Graduate,Yes,11595,7405,410,240,0,Urban,Y
LP009447,Female,No,0,Not Graduate,Yes,3717,851,422,240,1,Urban,Y
LP009469,Male,No,3+,Not Graduate,No,7266,8637,341,240,1,Urban,N
LP009479,Male,Yes,0,Graduate,Yes,13983,9020,206,240,0,Urban,Y
LP009480,Male,No,3+,Graduate,No,12599,5624,217,240,0,Semiurban,Y
LP009485,Female,Yes,2,Graduate,No,15301,4691,41,180,1,Urban,N
LP009508,Female,No,3+,Not Graduate,Yes,3367,7941,170,180,0,Urban,Y
LP009517,Male,No,0,Not Graduate,No,3590,6981,64,360,0,Urban,N
LP009530,Female,Yes,3+,Graduate,Yes,15029,7014,331,240,1,Urban,N
LP009540,Female,No,0,Not Graduate,Yes,4489,5625,71,180,1,Urban,N
LP009545,Male,No,1,Graduate,No,1760,3974,135,240,0,Semiurban,N
LP009548,Male,No,1,Graduate,No,10284,4829,493,240,0,Rural,N
LP009550,Male,No,0,Graduate,No,12344,4838,197,180,0,Rural,Y
LP009558,Female,Yes,2,Graduate,Yes,19616,6728,123,180,1,Rural,N
LP009559,Male,No,2,Graduate,No,15354,8036,239,360,0,Rural,Y
LP009562,Male,Yes,0,Graduate,Yes,7078,5216,384,240,0,Semiurban,Y
LP009568,Female,Yes,1,Not Graduate,No,19946,2983,81,240,0,Semiurban,Y
LP009573,Female,Yes,0,Not Graduate,Yes,17919,5411,111,180,0,Semiurban,N
LP009577,Female,Yes,0,Graduate,Yes,9366,3979,214,240,1,Semiurban,N
LP009578,Male,Yes,1,Not Graduate,Yes,3047,5450,398,240,0,Semiurban,N
LP009583,Male,No,0,Not Graduate,No,6163,2400,335,360,0,Urban,N
LP009593,Female,No,3+,Not Graduate,No,18264,9094,151,180,0,Rural,N
LP009597,Female,No,0,Graduate,No,10008,4768,248,360,1,Semiurban,Y
LP009603,Male,Yes,1,Not Graduate,No,6115,9086,351,180,0,Semiurban,N
LP009605,Female,No,0,Graduate,Yes,19425,8920,102,180,0,Rural,N
LP009616,Female,No,1,Not Graduate,No,19696,2836,109,240,1,Urban,N
LP009626,Female,No,2,Graduate,Yes,18406,4575,53,180,1,Rural,N
LP009650,Female,Yes,2,Not Graduate,Yes,9826,5611,123,240,1,Rural,Y
LP009650,Male,Yes,2,Graduate,Yes,9466,920,116,180,1,Rural,N
LP009658,Male,No,3+,Not Graduate,Yes,14967,7362,321,360,0,Semiurban,Y
LP009659,Female,Yes,1,Not Graduate,Yes,6834,9860,91,240,1,Semiurban,N
LP009669,Male,No,3+,Graduate,Yes,2779,7320,277,240,0,Semiurban,Y
LP009675,Male,Yes,1,Graduate,Yes,15557,1989,159,240,0,Semiurban,Y
LP009679,Female,Yes,0,Graduate,Yes,5463,7683,280,240,1,Semiurban,N
LP009694,Male,Yes,0,Not Graduate,Yes,18577,7326,171,360,1,Rural,Y
LP009695,Male,No,2,Graduate,Yes,11244,3765,121,240,1,Rural,N
LP009696,Male,No,3+,Not Graduate,No,17489,9003,62,360,1,Rural,N
LP009699,Female,Yes,0,Not Graduate,No,16926,1237,198,240,1,Urban,Y
LP009722,Male,Yes,3+,Graduate,No,4542,784,136,180,1,Semiurban,Y
LP009739,Male,Yes,2,Not Graduate,Yes,3944,2831,238,360,1,Urban,N
LP009745,Male,No,0,Not Graduate,No,6473,1723,420,360,0,Semiurban,Y
LP009750,Female,No,2,Not Graduate,No,4078,8102,279,180,1,Semiurban,Y
LP009751,Male,No,3+,Graduate,Yes,13470,1998,429,180,1,Urban,N
LP009767,Female,Yes,0,Graduate,Yes,19695,9306,296,180,0,Semiurban,Y
LP009775,Female,Yes,3+,Not Graduate,No,6111,9933,50,360,1,Rural,Y
LP009779,Male,Yes,2,Not Graduate,No,3706,9506,258,240,1,Rural,N
LP009780,Male,Yes,1,Not Graduate,No,9122,2954,99,240,1,Urban,Y
LP009783,Female,Yes,3+,Graduate,No,12770,9242,71,360,1,Urban,N
LP009787,Female,Yes,1,Graduate,Yes,19495,2207,457,180,1,Urban,Y
LP009794,Female,Yes,0,Graduate,No,9077,3442,162,240,1,Rural,N
LP009799,Male,Yes,3+,Not Graduate,Yes,18384,6749,321,180,1,Semiurban,N
LP009806,Female,No,0,Not Graduate,No,7308,5909,470,360,1,Semiurban,N
LP009827,Male,No,2,Not Graduate,Yes,11328,4431,343,360,1,Rural,N
LP009845,Female,No,3+,Graduate,No,18350,2353,264,240,0,Urban,N
LP009848,Male,No,0,Graduate,Yes,16955,7986,320,360,1,Semiurban,N
LP009852,Male,Yes,3+,Graduate,Yes,17139,7641,270,240,0,Semiurban,N
LP009868,Male,No,1,Not Graduate,No,17305,8538,123,240,1,Rural,Y
LP009878,Female,No,2,Graduate,No,2950,4469,93,360,0,Semiurban,N
LP009895,Male,No,2,Not Graduate,Yes,4010,5167,168,240,0,Urban,N
LP009902,Female,No,2,Not Graduate,No,19727,6844,57,240,0,Semiurban,N
LP009936,Female,No,0,Not Graduate,Yes,17391,7064,347,240,0,Urban,Y
LP009936,Male,Yes,0,Graduate,Yes,13353,5527,465,180,1,Semiurban,N
LP009940,Female,No,2,Not Graduate,Yes,4337,4627,421,180,0,Rural,Y
LP009944,Female,Yes,2,Graduate,Yes,2523,1873,316,180,1,Semiurban,N
LP009954,Female,No,1,Graduate,No,14475,1339,378,360,1,Rural,Y
LP009961,Female,No,1,Graduate,Yes,19214,829,310,180,1,Rural,N
LP009965,Male,No,3+,Graduate,Yes,13658,9822,323,180,0,Urban,N
LP009966,Male,Yes,0,Graduate,No,13683,2223,182,360,1,Semiurban,Y
LP009970,Male,Yes,3+,Not Graduate,Yes,19409,768,222,360,0,Urban,N
LP009977,Female,Yes,2,Graduate,Yes,8997,1354,355,360,0,Rural,Y
LP009996,Female,Yes,2,Graduate,No,19858,6305,463,240,1,Rural,Y
